In total 4000 tracked data
99.95 collected 0
final reward is -1.1855741250046994
simulation end at 7000
         12866696 function calls (12852007 primitive calls) in 12.440 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      282    0.001    0.000    0.004    0.000 function_base.py:451(add_newdoc)
      150    0.000    0.000    0.004    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.004    0.004 pickle.py:24(<module>)
     1748    0.004    0.000    0.004    0.000 {method 'split' of 're.Pattern' objects}
      370    0.001    0.000    0.004    0.000 colors.py:197(_to_rgba_no_colorcycle)
        1    0.000    0.000    0.004    0.004 iterative.py:1(<module>)
      471    0.000    0.000    0.004    0.000 pyparsing.py:1167(copy)
       10    0.000    0.000    0.004    0.000 pyparsing.py:5120(__init__)
        1    0.000    0.000    0.004    0.004 codata.py:51(<module>)
        2    0.000    0.000    0.004    0.002 linecache.py:82(updatecache)
        1    0.000    0.000    0.004    0.004 sysconfig.py:613(get_platform)
        2    0.000    0.000    0.004    0.002 __init__.py:299(loads)
     32/9    0.000    0.000    0.004    0.000 pyparsing.py:4466(leaveWhitespace)
        2    0.000    0.000    0.004    0.002 decoder.py:332(decode)
        2    0.002    0.001    0.004    0.002 decoder.py:343(raw_decode)
       33    0.001    0.000    0.004    0.000 {built-in method builtins.eval}
     1108    0.001    0.000    0.004    0.000 posixpath.py:121(splitext)
      286    0.001    0.000    0.004    0.000 overrides.py:72(verify_matching_signatures)
      747    0.003    0.000    0.004    0.000 decorator.py:145(update)
      466    0.001    0.000    0.004    0.000 deprecation.py:9(wrap)
       11    0.000    0.000    0.004    0.000 pyparsing.py:1901(parseString)
        1    0.000    0.000    0.004    0.004 fromnumeric.py:3(<module>)
        1    0.000    0.000    0.004    0.004 pathlib.py:1(<module>)
      144    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:421(_find_module_shim)
        1    0.000    0.000    0.004    0.004 __init__.py:97(<module>)
        1    0.000    0.000    0.004    0.004 legend.py:22(<module>)
      312    0.000    0.000    0.004    0.000 __init__.py:1598(_has)
    10742    0.002    0.000    0.004    0.000 mathtext.py:2847(<genexpr>)
      239    0.000    0.000    0.004    0.000 rcsetup.py:353(validate_color_for_prop_cycle)
      410    0.000    0.000    0.004    0.000 pyparsing.py:1423(copy)
       64    0.000    0.000    0.004    0.000 rcsetup.py:106(<listcomp>)
        1    0.000    0.000    0.004    0.004 defchararray.py:17(<module>)
      803    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap>:318(__exit__)
      144    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1339(find_loader)
        1    0.000    0.000    0.004    0.004 case.py:1(<module>)
      317    0.000    0.000    0.004    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.004    0.004 __init__.py:112(<module>)
      796    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
      372    0.001    0.000    0.004    0.000 __init__.py:1478(_validate_resource_path)
        2    0.003    0.002    0.004    0.002 {method 'readlines' of '_io._IOBase' objects}
       87    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
        2    0.000    0.000    0.004    0.002 __init__.py:8(<module>)
        1    0.000    0.000    0.004    0.004 table.py:20(<module>)
        1    0.000    0.000    0.003    0.003 dag.py:6(<module>)
        4    0.000    0.000    0.003    0.001 pyparsing.py:1608(parseString)
        1    0.000    0.000    0.003    0.003 inspect.py:27(<module>)
     1521    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.003    0.003 gml.py:29(<module>)
     3232    0.001    0.000    0.003    0.000 version.py:74(__lt__)
      600    0.001    0.000    0.003    0.000 re.py:187(sub)
        1    0.000    0.000    0.003    0.003 basic.py:7(<module>)
        1    0.000    0.000    0.003    0.003 version.py:267(Version)
        1    0.000    0.000    0.003    0.003 socket.py:47(<module>)
      821    0.002    0.000    0.003    0.000 posixpath.py:154(dirname)
        2    0.000    0.000    0.003    0.002 _backend.py:1(<module>)
        1    0.000    0.000    0.003    0.003 link_prediction.py:3(<module>)
     1521    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:103(release)
    25551    0.003    0.000    0.003    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.003    0.003 _helper.py:1(<module>)
       29    0.000    0.000    0.003    0.000 decorators.py:103(open_file)
   260/11    0.001    0.000    0.003    0.000 pyparsing.py:1647(_parseNoCache)
     9601    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
      555    0.000    0.000    0.003    0.000 __init__.py:1304(safe_name)
     56/9    0.000    0.000    0.003    0.000 pyparsing.py:3897(leaveWhitespace)
    63/11    0.000    0.000    0.003    0.000 pyparsing.py:4049(parseImpl)
        1    0.000    0.000    0.003    0.003 core.py:4(<module>)
       25    0.000    0.000    0.003    0.000 pyparsing.py:1283(_trim_arity)
       54    0.000    0.000    0.003    0.000 deprecation.py:333(_delete_parameter)
      715    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
       21    0.000    0.000    0.003    0.000 pyparsing.py:1518(setParseAction)
    10503    0.003    0.000    0.003    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.003    0.003 threading.py:1(<module>)
     6178    0.002    0.000    0.003    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.003    0.003 edge_augmentation.py:14(<module>)
       16    0.000    0.000    0.003    0.000 rcsetup.py:843(cycler)
      836    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:151(__exit__)
   114/56    0.000    0.000    0.003    0.000 pyparsing.py:3968(copy)
       24    0.000    0.000    0.003    0.000 pyparsing.py:1291(extract_stack)
        1    0.000    0.000    0.003    0.003 api.py:1(<module>)
        1    0.000    0.000    0.003    0.003 tz.py:9(<module>)
        1    0.000    0.000    0.003    0.003 plistlib.py:47(<module>)
    13737    0.003    0.000    0.003    0.000 {method 'group' of 're.Match' objects}
      322    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
     4050    0.003    0.000    0.003    0.000 {method 'format' of 'str' objects}
        4    0.002    0.000    0.003    0.001 codata.py:1500(parse_constants_2002to2014)
       12    0.000    0.000    0.003    0.000 __init__.py:2102(safe_listdir)
        1    0.000    0.000    0.003    0.003 smallworld.py:16(<module>)
       18    0.000    0.000    0.003    0.000 rcsetup.py:437(validate_font_properties)
      881    0.001    0.000    0.003    0.000 copy.py:269(_reconstruct)
        9    0.000    0.000    0.003    0.000 fontconfig_pattern.py:119(parse)
        2    0.000    0.000    0.003    0.001 function_base.py:1(<module>)
       10    0.000    0.000    0.003    0.000 pyparsing.py:3140(__init__)
        7    0.000    0.000    0.003    0.000 enum.py:638(_convert)
        1    0.000    0.000    0.003    0.003 backend_agg.py:22(<module>)
      616    0.001    0.000    0.003    0.000 _inspect.py:96(getargspec)
      2/1    0.000    0.000    0.003    0.003 sysconfig.py:524(get_config_vars)
      262    0.001    0.000    0.003    0.000 __init__.py:2865(insert_on)
      265    0.000    0.000    0.003    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.003    0.003 ImagePalette.py:19(<module>)
        1    0.000    0.000    0.003    0.003 datetime.py:5(<module>)
        1    0.000    0.000    0.003    0.003 graph.py:9(<module>)
        1    0.000    0.000    0.003    0.003 cycler.py:41(<module>)
        8    0.000    0.000    0.003    0.000 __init__.py:1905(get_metadata_lines)
     1603    0.002    0.000    0.003    0.000 __init__.py:2635(key)
        1    0.000    0.000    0.003    0.003 maxflow.py:3(<module>)
        1    0.000    0.000    0.003    0.003 tournament.py:20(<module>)
       15    0.001    0.000    0.003    0.000 enum.py:140(__new__)
       56    0.000    0.000    0.003    0.000 __init__.py:770(_open_file_or_url)
        8    0.000    0.000    0.003    0.000 __init__.py:1889(get_metadata)
        1    0.000    0.000    0.002    0.002 numerictypes.py:81(<module>)
        1    0.000    0.000    0.002    0.002 arpack.py:7(<module>)
        1    0.000    0.000    0.002    0.002 pyplot.py:2138(_setup_pyplot_info_docstrings)
      527    0.001    0.000    0.002    0.000 font_manager.py:962(_json_decode)
        1    0.000    0.000    0.002    0.002 financial.py:12(<module>)
        1    0.000    0.000    0.002    0.002 texmanager.py:28(<module>)
        1    0.000    0.000    0.002    0.002 decoder.py:2(<module>)
        3    0.000    0.000    0.002    0.001 patches.py:1867(pprint_styles)
        1    0.000    0.000    0.002    0.002 distance.py:72(<module>)
        1    0.000    0.000    0.002    0.002 sparse6.py:13(<module>)
     1126    0.001    0.000    0.002    0.000 colors.py:124(_is_nth_color)
  115/100    0.000    0.000    0.002    0.000 typing.py:248(inner)
       89    0.000    0.000    0.002    0.000 abc.py:125(__new__)
       37    0.002    0.000    0.002    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.002    0.002 basic.py:3(<module>)
       32    0.000    0.000    0.002    0.000 contextlib.py:107(__enter__)
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3970(<listcomp>)
     9168    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
       10    0.002    0.000    0.002    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.002    0.002 __init__.py:52(<module>)
        9    0.000    0.000    0.002    0.000 enum.py:394(_create_)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:192(<module>)
       56    0.000    0.000    0.002    0.000 pyparsing.py:3901(<listcomp>)
      744    0.001    0.000    0.002    0.000 inspect.py:484(unwrap)
     3622    0.002    0.000    0.002    0.000 {method 'update' of 'dict' objects}
     1108    0.002    0.000    0.002    0.000 genericpath.py:121(_splitext)
       30    0.000    0.000    0.002    0.000 __init__.py:652(__init__)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
       89    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
     2221    0.002    0.000    0.002    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.002    0.002 scimath.py:17(<module>)
       30    0.000    0.000    0.002    0.000 _collections_abc.py:824(update)
        1    0.000    0.000    0.002    0.002 charset.py:6(<module>)
        3    0.000    0.000    0.002    0.001 patches.py:1871(<listcomp>)
        1    0.000    0.000    0.002    0.002 colors.py:66(<module>)
     4460    0.002    0.000    0.002    0.000 inspect.py:2799(<genexpr>)
       31    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(linspace)
        1    0.000    0.000    0.002    0.002 main.py:1(<module>)
     2692    0.002    0.000    0.002    0.000 {method 'expandtabs' of 'str' objects}
       31    0.001    0.000    0.002    0.000 function_base.py:23(linspace)
        1    0.000    0.000    0.002    0.002 lil.py:2(<module>)
     3981    0.002    0.000    0.002    0.000 inspect.py:158(isfunction)
     1430    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
      372    0.001    0.000    0.002    0.000 ntpath.py:67(isabs)
        1    0.000    0.000    0.002    0.002 dates.py:149(<module>)
      7/6    0.000    0.000    0.002    0.000 __init__.py:2254(declare_namespace)
    187/4    0.001    0.000    0.002    0.000 pyparsing.py:1370(_parseNoCache)
      835    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
    10378    0.002    0.000    0.002    0.000 {built-in method posix.fspath}
       26    0.000    0.000    0.002    0.000 _basic.py:16(_dispatch)
     32/4    0.000    0.000    0.002    0.000 pyparsing.py:3397(parseImpl)
        1    0.000    0.000    0.002    0.002 random.py:38(<module>)
     6464    0.002    0.000    0.002    0.000 version.py:84(<lambda>)
     7191    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
       26    0.000    0.000    0.002    0.000 _backend.py:102(generate_multimethod)
     4586    0.002    0.000    0.002    0.000 version.py:282(<genexpr>)
     4000    0.001    0.000    0.002    0.000 Topology.py:174(record)
       12    0.001    0.000    0.002    0.000 artist.py:1273(<listcomp>)
        1    0.000    0.000    0.002    0.002 path.py:10(<module>)
        1    0.000    0.000    0.002    0.002 resource.py:30(<module>)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:62(__init__)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4904(makeHTMLTags)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4875(_makeTags)
        1    0.000    0.000    0.002    0.002 bz2.py:5(<module>)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
     2145    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
        1    0.000    0.000    0.002    0.002 markers.py:4(<module>)
     4238    0.001    0.000    0.002    0.000 sre_parse.py:249(match)
        1    0.000    0.000    0.002    0.002 hashlib.py:54(<module>)
       14    0.000    0.000    0.002    0.000 hashlib.py:116(__get_openssl_constructor)
      715    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
      224    0.001    0.000    0.002    0.000 enum.py:841(__and__)
        1    0.000    0.000    0.002    0.002 six.py:21(<module>)
        1    0.000    0.000    0.002    0.002 dis.py:1(<module>)
        1    0.000    0.000    0.002    0.002 scanner.py:2(<module>)
        1    0.000    0.000    0.002    0.002 misc.py:12(<module>)
      100    0.000    0.000    0.002    0.000 typing.py:608(__init__)
      835    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.002    0.002 blas.py:202(<module>)
       26    0.000    0.000    0.002    0.000 _backend.py:216(get_defaults)
       11    0.000    0.000    0.002    0.000 decorator.py:202(create)
        1    0.000    0.000    0.002    0.002 laplacianmatrix.py:2(<module>)
    111/5    0.000    0.000    0.002    0.000 pyparsing.py:3319(streamline)
       23    0.000    0.000    0.002    0.000 overrides.py:206(decorator)
       31    0.000    0.000    0.002    0.000 _base.py:56(__set_name__)
        1    0.000    0.000    0.002    0.002 asteroidal.py:12(<module>)
        1    0.000    0.000    0.002    0.002 utils.py:5(<module>)
        1    0.000    0.000    0.002    0.002 _pocketfft.py:29(<module>)
        1    0.000    0.000    0.002    0.002 linsolve.py:1(<module>)
      554    0.001    0.000    0.002    0.000 posixpath.py:144(basename)
        2    0.000    0.000    0.002    0.001 covering.py:1(<module>)
       84    0.000    0.000    0.002    0.000 deprecation.py:222(finalize)
     6581    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.002    0.002 typing.py:19(<module>)
        9    0.000    0.000    0.002    0.000 decorator.py:225(decorate)
        1    0.000    0.000    0.002    0.002 pyparsing.py:5843(makeHTMLTags)
        1    0.000    0.000    0.002    0.002 pyparsing.py:5806(_makeTags)
     8371    0.002    0.000    0.002    0.000 {method 'strip' of 'str' objects}
      612    0.001    0.000    0.002    0.000 _inspect.py:65(getargs)
     8825    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
       20    0.000    0.000    0.002    0.000 pyparsing.py:4686(parseImpl)
       12    0.000    0.000    0.002    0.000 pyparsing.py:2653(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:24(<module>)
        1    0.000    0.000    0.001    0.001 classic.py:11(<module>)
      919    0.001    0.000    0.001    0.000 posixpath.py:64(isabs)
        1    0.000    0.000    0.001    0.001 compressed.py:1(<module>)
      425    0.001    0.000    0.001    0.000 artist.py:1363(aliased_name)
